Event,Elevation [m],Depth water [m],Longitude,Latitude,Symbiosis,Spinose,export,grid_thickness,organic_export_m3,inorganic_export_m3,prop
NBBTn-88/89_trap,-2265,2029,89.6,17.45,NA,NA,0,361.82669999999985,0,0,0
NCR_trap,-1500,300,178.63,-42.7,No,No,1686,126.73340000000002,9.367893546610442e-4,3.372441676779759e-4,0.5725540802119061
NCR_trap,-1500,300,178.63,-42.7,No,Yes,1227.3,126.73340000000002,6.819226423342228e-4,2.4549215124032017e-4,0.41678269433219006
NCR_trap,-1500,300,178.63,-42.7,Undetermined,Undetermined,0,126.73340000000002,0,0,0
NCR_trap,-1500,300,178.63,-42.7,Yes,No,0,126.73340000000002,0,0,0
NCR_trap,-1500,300,178.63,-42.7,Yes,Yes,31.4,126.73340000000002,1.7446729380994535e-5,6.280822577158034e-6,0.010663225455903827
NCR_trap,-1500,300,178.63,-42.7,NA,NA,0,126.73340000000002,0,0,0
NCR_trap,-1500,1000,178.63,-42.7,No,No,7471.7,230.80190000000005,0.0022795835230703613,8.206500683053301e-4,0.5325972285583942
NCR_trap,-1500,1000,178.63,-42.7,No,Yes,6348.6,230.80190000000005,0.001936930545199151,6.972949962716944e-4,0.4525404881386862
NCR_trap,-1500,1000,178.63,-42.7,Undetermined,Undetermined,0,230.80190000000005,0,0,0
NCR_trap,-1500,1000,178.63,-42.7,Yes,No,0,230.80190000000005,0,0,0
NCR_trap,-1500,1000,178.63,-42.7,Yes,Yes,208.5,230.80190000000005,6.361245293041347e-5,2.290048305494885e-5,0.014862283302919709
NCR_trap,-1500,1000,178.63,-42.7,NA,NA,0,230.80190000000005,0,0,0
NS_trap,-2829,1000,-125.77,42.09,No,No,1350,230.80190000000005,4.1187919163577065e-4,1.4827650898887741e-4,0.7936507936507936
NS_trap,-2829,1000,-125.77,42.09,No,Yes,316,230.80190000000005,9.641024041252113e-5,3.470768654850761e-5,0.18577307466196355
NS_trap,-2829,1000,-125.77,42.09,Undetermined,Undetermined,0,230.80190000000005,0,0,0
NS_trap,-2829,1000,-125.77,42.09,Yes,No,0,230.80190000000005,0,0,0
NS_trap,-2829,1000,-125.77,42.09,Yes,Yes,35,230.80190000000005,1.067834941277924e-5,3.844205788600527e-6,0.0205761316872428
NS_trap,-2829,1000,-125.77,42.09,NA,NA,0,230.80190000000005,0,0,0
OSP_trap,-4240,3800,-145,50,No,No,60981,658.8793599999999,0.006517245812647706,0.0023462084925531743,0.8896102001517185
OSP_trap,-4240,3800,-145,50,No,Yes,7567,658.8793599999999,8.087108946115214e-4,2.9113592206014773e-4,0.1103897998482815
OSP_trap,-4240,3800,-145,50,Undetermined,Undetermined,0,658.8793599999999,0,0,0
OSP_trap,-4240,3800,-145,50,Yes,No,0,658.8793599999999,0,0,0
OSP_trap,-4240,3800,-145,50,Yes,Yes,0,658.8793599999999,0,0,0
OSP_trap,-4240,3800,-145,50,NA,NA,0,658.8793599999999,0,0,0
Sargasso_trap,-4200,3200,-64.25,32.083,No,No,0,567.2331999999997,0,0,0
Sargasso_trap,-4200,3200,-64.25,32.083,No,Yes,2909.3,567.2331999999997,3.6116223157130694e-4,1.3001840336567048e-4,0.48241497670253863
Sargasso_trap,-4200,3200,-64.25,32.083,Undetermined,Undetermined,0,567.2331999999997,0,0,0
Sargasso_trap,-4200,3200,-64.25,32.083,Yes,No,0,567.2331999999997,0,0,0
Sargasso_trap,-4200,3200,-64.25,32.083,Yes,Yes,3121.4,567.2331999999997,3.87492451664207e-4,1.394972825991145e-4,0.5175850232974613
Sargasso_trap,-4200,3200,-64.25,32.083,NA,NA,0,567.2331999999997,0,0,0
SAST_trap,-4075,1654,67.12,13.13,No,No,0,311.4680000000001,0,0,0
SAST_trap,-4075,1654,67.12,13.13,No,Yes,2261,311.4680000000001,5.111667437211312e-4,1.8402002773960723e-4,1
SAST_trap,-4075,1654,67.12,13.13,Undetermined,Undetermined,0,311.4680000000001,0,0,0
SAST_trap,-4075,1654,67.12,13.13,Yes,No,0,311.4680000000001,0,0,0
SAST_trap,-4075,1654,67.12,13.13,Yes,Yes,0,311.4680000000001,0,0,0
SAST_trap,-4075,1654,67.12,13.13,NA,NA,0,311.4680000000001,0,0,0
SAZ_47_trap,-4540,1060,142.07,-46.76,No,No,6912.9,230.80190000000005,0.002109096047302903,7.592745770290451e-4,0.6777286497191205
SAZ_47_trap,-4540,1060,142.07,-46.76,No,Yes,3287.2,230.80190000000005,0.0010029105768482262,3.610478076653614e-4,0.3222713502808796
SAZ_47_trap,-4540,1060,142.07,-46.76,Undetermined,Undetermined,0,230.80190000000005,0,0,0
SAZ_47_trap,-4540,1060,142.07,-46.76,Yes,No,0,230.80190000000005,0,0,0
SAZ_47_trap,-4540,1060,142.07,-46.76,Yes,Yes,0,230.80190000000005,0,0,0
SAZ_47_trap,-4540,1060,142.07,-46.76,NA,NA,0,230.80190000000005,0,0,0
SAZ_47_trap,-4540,3850,142.07,-46.76,No,No,12046.6,658.8793599999999,0.001287460904324984,4.634859255569943e-4,0.6545997935119274
SAZ_47_trap,-4540,3850,142.07,-46.76,No,Yes,6354,658.8793599999999,6.790734801587957e-4,2.4446645285716647e-4,0.3452697929685377
SAZ_47_trap,-4540,3850,142.07,-46.76,Undetermined,Undetermined,0,658.8793599999999,0,0,0
SAZ_47_trap,-4540,3850,142.07,-46.76,Yes,No,0,658.8793599999999,0,0,0
SAZ_47_trap,-4540,3850,142.07,-46.76,Yes,Yes,2.4,658.8793599999999,2.564961209287236e-7,9.23386035343405e-8,1.3041351953485845e-4
SAZ_47_trap,-4540,3850,142.07,-46.76,NA,NA,0,658.8793599999999,0,0,0
SAZ_51_trap,-3780,3080,141.74,-51,No,No,15313,567.2331999999997,0.0019009649235387973,6.84347372473967e-4,0.2920622689803283
SAZ_51_trap,-3780,3080,141.74,-51,No,Yes,37117.6,567.2331999999997,0.004607800930316963,0.0016588083349141068,0.7079377310196717
SAZ_51_trap,-3780,3080,141.74,-51,Undetermined,Undetermined,0,567.2331999999997,0,0,0
SAZ_51_trap,-3780,3080,141.74,-51,Yes,No,0,567.2331999999997,0,0,0
SAZ_51_trap,-3780,3080,141.74,-51,Yes,Yes,0,567.2331999999997,0,0,0
SAZ_51_trap,-3780,3080,141.74,-51,NA,NA,0,567.2331999999997,0,0,0
SAZ_54_trap,-2280,830,141.76,-53.75,No,No,42682.9,198.67919999999992,0.015127841976747783,0.005446023111629202,0.9054996669311417
SAZ_54_trap,-2280,830,141.76,-53.75,No,Yes,4454.5,198.67919999999992,0.0015787814812354124,5.683613332447485e-4,0.09450033306885827
SAZ_54_trap,-2280,830,141.76,-53.75,Undetermined,Undetermined,0,198.67919999999992,0,0,0
SAZ_54_trap,-2280,830,141.76,-53.75,Yes,No,0,198.67919999999992,0,0,0
SAZ_54_trap,-2280,830,141.76,-53.75,Yes,Yes,0,198.67919999999992,0,0,0
SAZ_54_trap,-2280,830,141.76,-53.75,NA,NA,0,198.67919999999992,0,0,0
SAZ_54_trap,-2280,1580,141.76,-53.75,No,No,14607.6,311.4680000000001,0.0033024853275456863,0.001188894717916447,0.8787636333010485
SAZ_54_trap,-2280,1580,141.76,-53.75,No,Yes,2015.3,311.4680000000001,4.5561890253038287e-4,1.6402280491093784e-4,0.12123636669895144
SAZ_54_trap,-2280,1580,141.76,-53.75,Undetermined,Undetermined,0,311.4680000000001,0,0,0
SAZ_54_trap,-2280,1580,141.76,-53.75,Yes,No,0,311.4680000000001,0,0,0
SAZ_54_trap,-2280,1580,141.76,-53.75,Yes,Yes,0,311.4680000000001,0,0,0
SAZ_54_trap,-2280,1580,141.76,-53.75,NA,NA,0,311.4680000000001,0,0,0
SBBT-06_trap,-3997,1518,87.4,4.1,No,No,0,311.4680000000001,0,0,0
SBBT-06_trap,-3997,1518,87.4,4.1,No,Yes,1585,311.4680000000001,3.5833670446616233e-4,1.2900121360781843e-4,1
SBBT-06_trap,-3997,1518,87.4,4.1,Undetermined,Undetermined,0,311.4680000000001,0,0,0
SBBT-06_trap,-3997,1518,87.4,4.1,Yes,No,0,311.4680000000001,0,0,0
SBBT-06_trap,-3997,1518,87.4,4.1,Yes,Yes,0,311.4680000000001,0,0,0
SBBT-06_trap,-3997,1518,87.4,4.1,NA,NA,0,311.4680000000001,0,0,0
SCR_trap,-1500,300,178.62,-44.62,No,No,526.5,126.73340000000002,2.92538312709988e-4,1.0531379257559569e-4,0.03138917207705103
SCR_trap,-1500,300,178.62,-44.62,No,Yes,16246.8,126.73340000000002,0.009027182258189237,0.0032497856129481252,0.968610827922949
SCR_trap,-1500,300,178.62,-44.62,Undetermined,Undetermined,0,126.73340000000002,0,0,0
SCR_trap,-1500,300,178.62,-44.62,Yes,No,0,126.73340000000002,0,0,0
SCR_trap,-1500,300,178.62,-44.62,Yes,Yes,0,126.73340000000002,0,0,0
SCR_trap,-1500,300,178.62,-44.62,NA,NA,0,126.73340000000002,0,0,0
SCR_trap,-1500,1000,178.62,-44.62,No,No,5583.3,230.80190000000005,0.0017034408078962953,6.132386908426663e-4,0.382805857993034
SCR_trap,-1500,1000,178.62,-44.62,No,Yes,8999.9,230.80190000000005,0.0027458307680020533,9.884990764807394e-4,0.6170570167018621
SCR_trap,-1500,1000,178.62,-44.62,Undetermined,Undetermined,0,230.80190000000005,0,0,0
SCR_trap,-1500,1000,178.62,-44.62,Yes,No,0,230.80190000000005,0,0,0
SCR_trap,-1500,1000,178.62,-44.62,Yes,Yes,2,230.80190000000005,6.101913950159565e-7,2.1966890220574435e-7,1.3712530510380386e-4
SCR_trap,-1500,1000,178.62,-44.62,NA,NA,0,230.80190000000005,0,0,0
SO53_CAST_trap,-3900,722,64.75,14.5,No,No,0,171.02730000000008,0,0,0
SO53_CAST_trap,-3900,722,64.75,14.5,No,Yes,7903,171.02730000000008,0.0032538835417893304,0.001171398075044159,0.7025513378967019
SO53_CAST_trap,-3900,722,64.75,14.5,Undetermined,Undetermined,0,171.02730000000008,0,0,0
SO53_CAST_trap,-3900,722,64.75,14.5,Yes,No,0,171.02730000000008,0,0,0
SO53_CAST_trap,-3900,722,64.75,14.5,Yes,Yes,3346,171.02730000000008,0.0013776406846548273,4.959506464757378e-4,0.29744866210329807
SO53_CAST_trap,-3900,722,64.75,14.5,NA,NA,0,171.02730000000008,0,0,0
SO53_CAST_trap,-3900,732,64.75,14.5,No,No,0,198.67919999999992,0,0,0
SO53_CAST_trap,-3900,732,64.75,14.5,No,Yes,14209,198.67919999999992,0.005036009892664491,0.001812963561359217,0.7537531165455413
SO53_CAST_trap,-3900,732,64.75,14.5,Undetermined,Undetermined,0,198.67919999999992,0,0,0
SO53_CAST_trap,-3900,732,64.75,14.5,Yes,No,0,198.67919999999992,0,0,0
SO53_CAST_trap,-3900,732,64.75,14.5,Yes,Yes,4642,198.67919999999992,0.0016452359716903773,5.922849498085357e-4,0.24624688345445864
SO53_CAST_trap,-3900,732,64.75,14.5,NA,NA,0,198.67919999999992,0,0,0
SO53_CAST_trap,-3900,744,64.75,14.5,No,No,0,198.67919999999992,0,0,0
SO53_CAST_trap,-3900,744,64.75,14.5,No,Yes,5570,198.67919999999992,0.0019741413964488156,7.106909027215735e-4,0.6312330009066183
SO53_CAST_trap,-3900,744,64.75,14.5,Undetermined,Undetermined,0,198.67919999999992,0,0,0
SO53_CAST_trap,-3900,744,64.75,14.5,Yes,No,0,198.67919999999992,0,0,0
SO53_CAST_trap,-3900,744,64.75,14.5,Yes,Yes,3254,198.67919999999992,0.0011532955303490925,4.1518639092567335e-4,0.3687669990933817
SO53_CAST_trap,-3900,744,64.75,14.5,NA,NA,0,198.67919999999992,0,0,0
SO53_CAST_trap,-3900,2894,64.75,14.5,No,No,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2894,64.75,14.5,No,Yes,6391,488.28639999999996,9.216576924253199e-4,3.3179676927311513e-4,0.7329128440366972
SO53_CAST_trap,-3900,2894,64.75,14.5,Undetermined,Undetermined,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2894,64.75,14.5,Yes,No,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2894,64.75,14.5,Yes,Yes,2329,488.28639999999996,3.3586931085253797e-4,1.2091295190691366e-4,0.26708715596330274
SO53_CAST_trap,-3900,2894,64.75,14.5,NA,NA,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2913,64.75,14.5,No,No,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2913,64.75,14.5,No,Yes,1387,488.28639999999996,2.0002178366357667e-4,7.200784211888762e-5,0.40144717800289437
SO53_CAST_trap,-3900,2913,64.75,14.5,Undetermined,Undetermined,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2913,64.75,14.5,Yes,No,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2913,64.75,14.5,Yes,Yes,2068,488.28639999999996,2.982300278415837e-4,1.0736281002297013e-4,0.5985528219971057
SO53_CAST_trap,-3900,2913,64.75,14.5,NA,NA,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2919,64.75,14.5,No,No,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2919,64.75,14.5,No,Yes,11542,488.28639999999996,0.0016644927375955314,5.992173855343914e-4,0.7454146215448204
SO53_CAST_trap,-3900,2919,64.75,14.5,Undetermined,Undetermined,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2919,64.75,14.5,Yes,No,0,488.28639999999996,0,0,0
SO53_CAST_trap,-3900,2919,64.75,14.5,Yes,Yes,3942,488.28639999999996,5.684829640964812e-4,2.046538670747332e-4,0.25458537845517953
SO53_CAST_trap,-3900,2919,64.75,14.5,NA,NA,0,488.28639999999996,0,0,0
SO53_WAST_trap,-4020,1022,60.5,16.333333,No,No,0,230.80190000000005,0,0,0
SO53_WAST_trap,-4020,1022,60.5,16.333333,No,Yes,27542,230.80190000000005,0.008402945700764738,0.0030250604522753057,0.8431138457770839
SO53_WAST_trap,-4020,1022,60.5,16.333333,Undetermined,Undetermined,0,230.80190000000005,0,0,0
SO53_WAST_trap,-4020,1022,60.5,16.333333,Yes,No,0,230.80190000000005,0,0,0
SO53_WAST_trap,-4020,1022,60.5,16.333333,Yes,Yes,5125,230.80190000000005,0.0015636154497283888,5.629015619022199e-4,0.1568861542229161
SO53_WAST_trap,-4020,1022,60.5,16.333333,NA,NA,0,230.80190000000005,0,0,0
SO53_WAST_trap,-4020,1034,60.5,16.333333,No,No,0,230.80190000000005,0,0,0
SO53_WAST_trap,-4020,1034,60.5,16.333333,No,Yes,1862,230.80190000000005,5.680881887598555e-4,2.04511747953548e-4,0.4125858630622646
SO53_WAST_trap,-4020,1034,60.5,16.333333,Undetermined,Undetermined,0,230.80190000000005,0,0,0
SO53_WAST_trap,-4020,1034,60.5,16.333333,Yes,No,0,230.80190000000005,0,0,0
SO53_WAST_trap,-4020,1034,60.5,16.333333,Yes,Yes,2651,230.80190000000005,8.088086940936504e-4,2.911711298737141e-4,0.5874141369377355
SO53_WAST_trap,-4020,1034,60.5,16.333333,NA,NA,0,230.80190000000005,0,0,0
SO53_WAST_trap,-4020,3021,60.5,16.333333,No,No,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3021,60.5,16.333333,No,Yes,2297,567.2331999999997,2.8515094556054443e-4,1.0265434040179601e-4,0.29947848761408086
SO53_WAST_trap,-4020,3021,60.5,16.333333,Undetermined,Undetermined,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3021,60.5,16.333333,Yes,No,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3021,60.5,16.333333,Yes,Yes,5373,567.2331999999997,6.670074142345692e-4,2.4012266912444493e-4,0.7005215123859192
SO53_WAST_trap,-4020,3021,60.5,16.333333,NA,NA,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3024,60.5,16.333333,No,No,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3024,60.5,16.333333,No,Yes,10681,567.2331999999997,0.0013259456898268068,4.773404483376505e-4,0.6971477057633314
SO53_WAST_trap,-4020,3024,60.5,16.333333,Undetermined,Undetermined,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3024,60.5,16.333333,Yes,No,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3024,60.5,16.333333,Yes,Yes,4640,567.2331999999997,5.760123584679696e-4,2.0736444904846907e-4,0.30285229423666865
SO53_WAST_trap,-4020,3024,60.5,16.333333,NA,NA,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3033,60.5,16.333333,No,No,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3033,60.5,16.333333,No,Yes,29920,567.2331999999997,0.0037142865873624246,0.001337143171450473,0.8390588631201099
SO53_WAST_trap,-4020,3033,60.5,16.333333,Undetermined,Undetermined,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3033,60.5,16.333333,Yes,No,0,567.2331999999997,0,0,0
SO53_WAST_trap,-4020,3033,60.5,16.333333,Yes,Yes,5739,567.2331999999997,7.124428718206202e-4,2.5647943385542326e-4,0.16094113687989006
SO53_WAST_trap,-4020,3033,60.5,16.333333,NA,NA,0,567.2331999999997,0,0,0
SPB_trap,-880,500,-118.5,33.55,No,No,4658,147.22389999999996,0.0022279047989717258,8.020457276298212e-4,0.3106990394877268
SPB_trap,-880,500,-118.5,33.55,No,Yes,9315,147.22389999999996,0.004455331301507433,0.0016039192685426758,0.6213313767342583
SPB_trap,-880,500,-118.5,33.55,Undetermined,Undetermined,0,147.22389999999996,0,0,0
SPB_trap,-880,500,-118.5,33.55,Yes,No,0,147.22389999999996,0,0,0
SPB_trap,-880,500,-118.5,33.55,Yes,Yes,1019,147.22389999999996,4.8738406830231605e-4,1.754582645888338e-4,0.06796958377801494
SPB_trap,-880,500,-118.5,33.55,NA,NA,0,147.22389999999996,0,0,0
WA1_trap,-5530,652,-25.5667,-4,No,No,0,171.02730000000008,0,0,0
WA1_trap,-5530,652,-25.5667,-4,No,Yes,0,171.02730000000008,0,0,0
WA1_trap,-5530,652,-25.5667,-4,Undetermined,Undetermined,0,171.02730000000008,0,0,0
WA1_trap,-5530,652,-25.5667,-4,Yes,No,0,171.02730000000008,0,0,0
WA1_trap,-5530,652,-25.5667,-4,Yes,Yes,4209.5,171.02730000000008,0.001733167502108337,6.239403007590013e-4,1
WA1_trap,-5530,652,-25.5667,-4,NA,NA,0,171.02730000000008,0,0,0
WA1_trap,-5530,1232,-25.5667,-4,No,No,0,268.11829999999986,0,0,0
WA1_trap,-5530,1232,-25.5667,-4,No,Yes,4.2,268.11829999999986,1.1030578666208168e-6,3.9710083198349406e-7,0.0010267442428983525
WA1_trap,-5530,1232,-25.5667,-4,Undetermined,Undetermined,0,268.11829999999986,0,0,0
WA1_trap,-5530,1232,-25.5667,-4,Yes,No,0,268.11829999999986,0,0,0
WA1_trap,-5530,1232,-25.5667,-4,Yes,Yes,4086.4,268.11829999999986,0.0010732227776569776,3.8636019995651194e-4,0.9989732557571017
WA1_trap,-5530,1232,-25.5667,-4,NA,NA,0,268.11829999999986,0,0,0
WA1_trap,-5530,4991,-25.5667,-4,No,No,0,765.5483400000003,0,0,0
WA1_trap,-5530,4991,-25.5667,-4,No,Yes,0,765.5483400000003,0,0,0
WA1_trap,-5530,4991,-25.5667,-4,Undetermined,Undetermined,0,765.5483400000003,0,0,0
WA1_trap,-5530,4991,-25.5667,-4,Yes,No,0,765.5483400000003,0,0,0
WA1_trap,-5530,4991,-25.5667,-4,Yes,Yes,6336.2,765.5483400000003,5.828163422486595e-4,2.0981388320951742e-4,1
WA1_trap,-5530,4991,-25.5667,-4,NA,NA,0,765.5483400000003,0,0,0
WA2_trap,-5570,591,-28.0417,-7.5217,No,No,0,171.02730000000008,0,0,0
WA2_trap,-5570,591,-28.0417,-7.5217,No,Yes,0,171.02730000000008,0,0,0
WA2_trap,-5570,591,-28.0417,-7.5217,Undetermined,Undetermined,0,171.02730000000008,0,0,0
WA2_trap,-5570,591,-28.0417,-7.5217,Yes,No,0,171.02730000000008,0,0,0
WA2_trap,-5570,591,-28.0417,-7.5217,Yes,Yes,1130.1,171.02730000000008,4.652934063743037e-4,1.6750562629474935e-4,1
WA2_trap,-5570,591,-28.0417,-7.5217,NA,NA,0,171.02730000000008,0,0,0
WA3_trap,-5570,671,-28.0333,-7.5167,No,No,0,171.02730000000008,0,0,0
WA3_trap,-5570,671,-28.0333,-7.5167,No,Yes,0,171.02730000000008,0,0,0
WA3_trap,-5570,671,-28.0333,-7.5167,Undetermined,Undetermined,0,171.02730000000008,0,0,0
WA3_trap,-5570,671,-28.0333,-7.5167,Yes,No,0,171.02730000000008,0,0,0
WA3_trap,-5570,671,-28.0333,-7.5167,Yes,Yes,1578,171.02730000000008,6.497062164929221e-4,2.3389423793745198e-4,1
WA3_trap,-5570,671,-28.0333,-7.5167,NA,NA,0,171.02730000000008,0,0,0
WA3_trap,-5570,5031,-28.0333,-7.5167,No,No,0,765.5483400000003,0,0,0
WA3_trap,-5570,5031,-28.0333,-7.5167,No,Yes,0,765.5483400000003,0,0,0
WA3_trap,-5570,5031,-28.0333,-7.5167,Undetermined,Undetermined,0,765.5483400000003,0,0,0
WA3_trap,-5570,5031,-28.0333,-7.5167,Yes,No,0,765.5483400000003,0,0,0
WA3_trap,-5570,5031,-28.0333,-7.5167,Yes,Yes,3200,765.5483400000003,2.9434239689336047e-4,1.0596326288160977e-4,1
WA3_trap,-5570,5031,-28.0333,-7.5167,NA,NA,0,765.5483400000003,0,0,0
WAB1_trap,-5483,727,-28.52,-11.55,No,No,0,171.02730000000008,0,0,0
WAB1_trap,-5483,727,-28.52,-11.55,No,Yes,1.7000000000000002,171.02730000000008,6.999369886172166e-7,2.51977315902198e-7,0.009465478841870826
WAB1_trap,-5483,727,-28.52,-11.55,Undetermined,Undetermined,0,171.02730000000008,0,0,0
WAB1_trap,-5483,727,-28.52,-11.55,Yes,No,0,171.02730000000008,0,0,0
WAB1_trap,-5483,727,-28.52,-11.55,Yes,Yes,177.9,171.02730000000008,7.32463472205899e-5,2.6368684999412362e-5,0.9905345211581292
WAB1_trap,-5483,727,-28.52,-11.55,NA,NA,0,171.02730000000008,0,0,0
WAB1_trap,-5483,4515,-28.52,-11.55,No,No,0,765.5483400000003,0,0,0
WAB1_trap,-5483,4515,-28.52,-11.55,No,Yes,1.7000000000000002,765.5483400000003,1.5636939834959776e-7,5.629298340585519e-8,0.0047672462142456535
WAB1_trap,-5483,4515,-28.52,-11.55,Undetermined,Undetermined,0,765.5483400000003,0,0,0
WAB1_trap,-5483,4515,-28.52,-11.55,Yes,No,0,765.5483400000003,0,0,0
WAB1_trap,-5483,4515,-28.52,-11.55,Yes,Yes,354.90000000000003,765.5483400000003,3.264441145545426e-5,1.1751988123963534e-5,0.9952327537857544
WAB1_trap,-5483,4515,-28.52,-11.55,NA,NA,0,765.5483400000003,0,0,0
WAB2_trap,-5460,710,-28.53,-11.58,No,No,0,171.02730000000008,0,0,0
WAB2_trap,-5460,710,-28.53,-11.58,No,Yes,5.300000000000001,171.02730000000008,2.1821564939242634e-6,7.855763378127349e-7,0.008553905745642352
WAB2_trap,-5460,710,-28.53,-11.58,Undetermined,Undetermined,0,171.02730000000008,0,0,0
WAB2_trap,-5460,710,-28.53,-11.58,Yes,No,0,171.02730000000008,0,0,0
WAB2_trap,-5460,710,-28.53,-11.58,Yes,Yes,614.3,171.02730000000008,2.52924289475033e-4,9.105274421101188e-5,0.9914460942543577
WAB2_trap,-5460,710,-28.53,-11.58,NA,NA,0,171.02730000000008,0,0,0
WB1_trap,-1803,968,12.44,-23.03,No,No,53812.7,230.80190000000005,0.01641802324128758,0.005910488366863529,0.8957899485458501
WB1_trap,-1803,968,12.44,-23.03,No,Yes,6022.6,230.80190000000005,0.00183746934781155,6.614889652121579e-4,0.10025485701539298
WB1_trap,-1803,968,12.44,-23.03,Undetermined,Undetermined,0,230.80190000000005,0,0,0
WB1_trap,-1803,968,12.44,-23.03,Yes,No,0,230.80190000000005,0,0,0
WB1_trap,-1803,968,12.44,-23.03,Yes,Yes,237.6,230.80190000000005,7.249073772789564e-5,2.6096665582042428e-5,0.0039551944387569106
WB1_trap,-1803,968,12.44,-23.03,NA,NA,0,230.80190000000005,0,0,0
WCT1-1_trap,-4905,917,137,25,No,No,17.3,198.67919999999992,6.131534319311402e-6,2.207352354952105e-6,0.011121825779492125
WCT1-1_trap,-4905,917,137,25,No,Yes,0,198.67919999999992,0,0,0
WCT1-1_trap,-4905,917,137,25,Undetermined,Undetermined,0,198.67919999999992,0,0,0
WCT1-1_trap,-4905,917,137,25,Yes,No,0,198.67919999999992,0,0,0
WCT1-1_trap,-4905,917,137,25,Yes,Yes,1538.2,198.67919999999992,5.45174918495075e-4,1.96262970658227e-4,0.9888781742205079
WCT1-1_trap,-4905,917,137,25,NA,NA,0,198.67919999999992,0,0,0
WCT1-1_trap,-4905,4336,137,25,No,No,29.5,765.5483400000003,2.7134689713606663e-6,9.7684882968984e-7,0.01794076506720185
WCT1-1_trap,-4905,4336,137,25,No,Yes,0,765.5483400000003,0,0,0
WCT1-1_trap,-4905,4336,137,25,Undetermined,Undetermined,0,765.5483400000003,0,0,0
WCT1-1_trap,-4905,4336,137,25,Yes,No,0,765.5483400000003,0,0,0
WCT1-1_trap,-4905,4336,137,25,Yes,Yes,1614.8,765.5483400000003,1.48532532032312e-4,5.347171153163233e-5,0.9820592349327981
WCT1-1_trap,-4905,4336,137,25,NA,NA,0,765.5483400000003,0,0,0
WCT1-2_trap,-5308,1388,137,25,No,No,19.8,268.11829999999986,5.200129942640994e-6,1.8720467793507578e-6,0.0065045992115637325
WCT1-2_trap,-5308,1388,137,25,No,Yes,0,268.11829999999986,0,0,0
WCT1-2_trap,-5308,1388,137,25,Undetermined,Undetermined,0,268.11829999999986,0,0,0
WCT1-2_trap,-5308,1388,137,25,Yes,No,0,268.11829999999986,0,0,0
WCT1-2_trap,-5308,1388,137,25,Yes,Yes,3024.2,268.11829999999986,7.942541905320653e-4,2.859315085915435e-4,0.9934954007884362
WCT1-2_trap,-5308,1388,137,25,NA,NA,0,268.11829999999986,0,0,0
WCT1-2_trap,-5308,4758,137,25,No,No,9,765.5483400000003,8.278379912625763e-7,2.9802167685452745e-7,0.003406252365453032
WCT1-2_trap,-5308,4758,137,25,No,Yes,0,765.5483400000003,0,0,0
WCT1-2_trap,-5308,4758,137,25,Undetermined,Undetermined,0,765.5483400000003,0,0,0
WCT1-2_trap,-5308,4758,137,25,Yes,No,0,765.5483400000003,0,0,0
WCT1-2_trap,-5308,4758,137,25,Yes,Yes,2633.2,765.5483400000003,2.4220699984362398e-4,8.719451994370463e-5,0.996593747634547
WCT1-2_trap,-5308,4758,137,25,NA,NA,0,765.5483400000003,0,0,0
WCT2-1_trap,-5356,1371,147,39,No,No,4228.9,268.11829999999986,0.0011106479552744695,3.99833263898809e-4,0.7185652144362128
WCT2-1_trap,-5356,1371,147,39,No,Yes,718.7,268.11829999999986,1.8875421160485263e-4,6.795151617774695e-5,0.1221198939713179
WCT2-1_trap,-5356,1371,147,39,Undetermined,Undetermined,0,268.11829999999986,0,0,0
WCT2-1_trap,-5356,1371,147,39,Yes,No,0,268.11829999999986,0,0,0
WCT2-1_trap,-5356,1371,147,39,Yes,Yes,937.6,268.11829999999986,2.462445370818281e-4,8.86480333494581e-5,0.15931489159246925
WCT2-1_trap,-5356,1371,147,39,NA,NA,0,268.11829999999986,0,0,0
WCT2-1_trap,-5356,4787,147,39,No,No,4149,765.5483400000003,3.8163331397204767e-4,1.3738799302993716e-4,0.7975165308319238
WCT2-1_trap,-5356,4787,147,39,No,Yes,516.8,765.5483400000003,4.753629709827771e-5,1.7113066955379975e-5,0.09933876672305089
